country_iso3,table_name,record_id,record_name,field_name,claim_summary,source_url,source_authority,source_section_or_page,direct_support,scope_match,current_as_of_2026_06_22,action_taken,notes
USA,graduation_requirements,cc6c382a-3d78-47b5-b89c-12de1ea9a339,Fine Arts,subject_category,Subject category: Fine Arts,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(7),yes,yes,yes,kept,
USA,graduation_requirements,cc6c382a-3d78-47b5-b89c-12de1ea9a339,Fine Arts,credits_required,Credits required: 1,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(7),yes,yes,yes,kept,
USA,graduation_requirements,cc6c382a-3d78-47b5-b89c-12de1ea9a339,Fine Arts,specific_courses,"Specific courses: [""Art, Dance, Music, Theatre, or approved innovative course""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(7),yes,yes,yes,kept,
USA,graduation_requirements,cc6c382a-3d78-47b5-b89c-12de1ea9a339,Fine Arts,notes,"One credit required. May be selected from Art, Dance, Music, Theatre, Musical Theatre, Technical Theatre, IB Film, Floral Design, Digital Art and Animation, or 3-D Modeling and Animation per 19 TAC 74.12(b)(7). Community-based programs may be approved by district.",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(7),yes,yes,yes,kept,
USA,graduation_requirements,cc6c382a-3d78-47b5-b89c-12de1ea9a339,Fine Arts,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(7),yes,yes,yes,kept,
USA,graduation_requirements,b556c297-dda4-4e7c-be63-dfba6d20f3f2,Electives,subject_category,Subject category: Electives,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(c),yes,yes,yes,kept,
USA,graduation_requirements,b556c297-dda4-4e7c-be63-dfba6d20f3f2,Electives,credits_required,Credits required: 5,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(c),yes,yes,yes,kept,
USA,graduation_requirements,b556c297-dda4-4e7c-be63-dfba6d20f3f2,Electives,specific_courses,Specific courses: [],https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(c),yes,yes,yes,kept,
USA,graduation_requirements,b556c297-dda4-4e7c-be63-dfba6d20f3f2,Electives,notes,Five elective credits required for the Foundation plan. Additional endorsement courses may also count toward elective requirements. Electives must be selected from state-approved courses per 19 TAC 74.12(c).,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(c),yes,yes,yes,kept,
USA,graduation_requirements,b556c297-dda4-4e7c-be63-dfba6d20f3f2,Electives,requirement_type,Requirement type: elective,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(c),yes,yes,yes,kept,
USA,graduation_requirements,d459005c-b80a-439f-9773-1797cdcffee8,Endorsement/Advanced Credits,subject_category,Subject category: Endorsement/Advanced Credits,https://www.law.cornell.edu/cfr/text/19/74.13,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.13(e),yes,yes,yes,kept,
USA,graduation_requirements,d459005c-b80a-439f-9773-1797cdcffee8,Endorsement/Advanced Credits,credits_required,Credits required: 4,https://www.law.cornell.edu/cfr/text/19/74.13,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.13(e),yes,yes,yes,kept,
USA,graduation_requirements,d459005c-b80a-439f-9773-1797cdcffee8,Endorsement/Advanced Credits,specific_courses,Specific courses: [],https://www.law.cornell.edu/cfr/text/19/74.13,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.13(e),yes,yes,yes,kept,
USA,graduation_requirements,d459005c-b80a-439f-9773-1797cdcffee8,Endorsement/Advanced Credits,notes,"Four additional credits required for the default endorsement path (default for students entering 9th grade since 2014-15). Includes one additional mathematics credit, one additional science credit, and two endorsement-specific elective credits. Students may opt out of an endorsement after sophomore year with parent permission per 19 TAC 74.11(e). Endorsement areas: STEM, Business and Industry, Public Services, Arts and Humanities, Multidisciplinary Studies.",https://www.law.cornell.edu/cfr/text/19/74.13,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.13(e),yes,yes,yes,kept,
USA,graduation_requirements,d459005c-b80a-439f-9773-1797cdcffee8,Endorsement/Advanced Credits,requirement_type,Requirement type: elective,https://www.law.cornell.edu/cfr/text/19/74.13,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.13(e),yes,yes,yes,kept,
USA,graduation_requirements,7b47ac5a-3fe2-48c1-8270-82364a8c5d8d,STAAR EOC Assessments,subject_category,Subject category: STAAR EOC Assessments,https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(2) and TEC 28.025(c),yes,yes,yes,kept,
USA,graduation_requirements,7b47ac5a-3fe2-48c1-8270-82364a8c5d8d,STAAR EOC Assessments,specific_courses,"Specific courses: [""English I"",""English II"",""Algebra I"",""Biology"",""U.S. History""]",https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(2) and TEC 28.025(c),yes,yes,yes,kept,
USA,graduation_requirements,7b47ac5a-3fe2-48c1-8270-82364a8c5d8d,STAAR EOC Assessments,notes,"Students must pass five STAAR End-of-Course (EOC) assessments as specified in 19 TAC Chapter 101 (Assessment). Students who do not pass up to two exams may still graduate through an Individual Graduation Committee (IGC) per TEC 28.025(c). Beginning 2022-23, students must complete a college and career readiness assessment in English and math (or TSI alternative).",https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(2) and TEC 28.025(c),yes,yes,yes,kept,
USA,graduation_requirements,7b47ac5a-3fe2-48c1-8270-82364a8c5d8d,STAAR EOC Assessments,requirement_type,Requirement type: exam,https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(2) and TEC 28.025(c),yes,yes,yes,kept,
USA,graduation_requirements,ea42e494-01da-484d-8c50-1482b598f8fb,Speech and Communication Proficiency,subject_category,Subject category: Speech and Communication Proficiency,https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(3),yes,yes,yes,kept,
USA,graduation_requirements,ea42e494-01da-484d-8c50-1482b598f8fb,Speech and Communication Proficiency,specific_courses,Specific courses: [],https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(3),yes,yes,yes,kept,
USA,graduation_requirements,ea42e494-01da-484d-8c50-1482b598f8fb,Speech and Communication Proficiency,notes,"Demonstrated proficiency in delivering clear verbal messages, choosing effective nonverbal behaviors, listening for desired results, applying critical-thinking and problem-solving processes, and identifying, analyzing, developing, and evaluating communication skills. Must be demonstrated in Grade 8 or higher as determined by the district per 19 TAC 74.11(a)(3). A specific course is not required; proficiency may be demonstrated through district-approved methods.",https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(3),yes,yes,yes,kept,
USA,graduation_requirements,ea42e494-01da-484d-8c50-1482b598f8fb,Speech and Communication Proficiency,requirement_type,Requirement type: non_course,https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(3),yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,exam_notes,"Students must pass five STAAR End-of-Course (EOC) assessments: English I, English II, Algebra I, Biology, and U.S. History. Additional non-course requirements include speech/communication proficiency and FAFSA/TASFA completion.",https://tea.texas.gov/academics/graduation-information/state-graduation-requirements,Texas Education Agency,TEA State Graduation Requirements page: STAAR EOC and non-course requirements,yes,yes,yes,kept,
IND,curricula,56eb4b5b-5e18-43f7-a8dc-14c8d79a667f,Tamil Nadu State Board SSLC (Class 10),name,Curriculum name: Tamil Nadu State Board SSLC (Class 10),https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",SSLC examination section,yes,yes,yes,kept,
IND,curricula,56eb4b5b-5e18-43f7-a8dc-14c8d79a667f,Tamil Nadu State Board SSLC (Class 10),grade_range,Grade range: 9-10,https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",SSLC time table,yes,yes,yes,kept,
IND,curricula,56eb4b5b-5e18-43f7-a8dc-14c8d79a667f,Tamil Nadu State Board SSLC (Class 10),description,"Description: SSLC public examination covers Tamil, English, Mathematics, Science, Social Science and optional language. Each subject 100 marks; pass 35. Science has theory 75 + practical 25.",https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",SSLC exam pattern and syllabus,yes,yes,yes,kept,
IND,curricula,6b487380-bce4-4e0a-b6cf-5842cc39a58e,Tamil Nadu State Board HSC (Class 11-12),name,Curriculum name: Tamil Nadu State Board HSC (Class 11-12),https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",HSC examination section,yes,yes,yes,kept,
IND,curricula,6b487380-bce4-4e0a-b6cf-5842cc39a58e,Tamil Nadu State Board HSC (Class 11-12),grade_range,Grade range: 11-12,https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",HSC time table,yes,yes,yes,kept,
IND,curricula,6b487380-bce4-4e0a-b6cf-5842cc39a58e,Tamil Nadu State Board HSC (Class 11-12),description,"Description: HSC public examination Part I Language, Part II English, Part III four subjects from Science/Commerce/Arts/Vocational. Practical 30% where applicable. Pass 35%.",https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",HSC exam pattern and syllabus,yes,yes,yes,kept,
IND,curricula,56eb4b5b-5e18-43f7-a8dc-14c8d79a667f,Tamil Nadu State Board SSLC (Class 10),authority,"Authority: Directorate of Government Examinations, Tamil Nadu",https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",SSLC examination section,yes,yes,yes,kept,
IND,curricula,6b487380-bce4-4e0a-b6cf-5842cc39a58e,Tamil Nadu State Board HSC (Class 11-12),authority,"Authority: Directorate of Government Examinations, Tamil Nadu",https://dge.tn.gov.in,"Directorate of Government Examinations, Tamil Nadu",HSC examination section,yes,yes,yes,kept,
354c5b57-0d6e-4332-8d24-d6f52aa1e6fe,curricula,15bdec89-ebce-4bbc-9a2c-22dded615590,name,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh SSC official page,Andhra Pradesh SSC curriculum overview,Andhra Pradesh SSC name confirmed from official board website,yes,yes,yes,kept,2026-06-25
b678aead-56fa-4784-94d1-369867162922,curricula,15bdec89-ebce-4bbc-9a2c-22dded615590,grade_range,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh SSC official page,Andhra Pradesh SSC curriculum overview,Andhra Pradesh SSC grade_range confirmed from official board website,yes,yes,yes,kept,2026-06-25
76eb685f-c10c-4ae5-a88f-0c1553a1baaf,curricula,15bdec89-ebce-4bbc-9a2c-22dded615590,authority,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh SSC official page,Andhra Pradesh SSC curriculum overview,Andhra Pradesh SSC authority confirmed from official board website,yes,yes,yes,kept,2026-06-25
22c990f6-b059-4665-a219-56fe1ac06e5b,curricula,15bdec89-ebce-4bbc-9a2c-22dded615590,description,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh SSC official page,Andhra Pradesh SSC curriculum overview,Andhra Pradesh SSC description confirmed from official board website,yes,yes,yes,kept,2026-06-25
3b067d56-0f57-4784-b37c-af4f4bd6eaf8,curricula,bda917cd-772a-42f3-8cbe-eac8126eff0c,name,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh Intermediate official page,Andhra Pradesh Intermediate curriculum overview,Andhra Pradesh Intermediate name confirmed from official board website,yes,yes,yes,kept,2026-06-25
9aec671b-a175-4671-8b75-8f6543009475,curricula,bda917cd-772a-42f3-8cbe-eac8126eff0c,grade_range,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh Intermediate official page,Andhra Pradesh Intermediate curriculum overview,Andhra Pradesh Intermediate grade_range confirmed from official board website,yes,yes,yes,kept,2026-06-25
26ec1e28-6b63-4d94-9f4e-6a88e4f20bf9,curricula,bda917cd-772a-42f3-8cbe-eac8126eff0c,authority,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh Intermediate official page,Andhra Pradesh Intermediate curriculum overview,Andhra Pradesh Intermediate authority confirmed from official board website,yes,yes,yes,kept,2026-06-25
015b9347-eaa9-442d-bb94-6bc0ef8bb3af,curricula,bda917cd-772a-42f3-8cbe-eac8126eff0c,description,https://www.bse.ap.gov.in,Board of Secondary Education Andhra Pradesh,Andhra Pradesh Intermediate official page,Andhra Pradesh Intermediate curriculum overview,Andhra Pradesh Intermediate description confirmed from official board website,yes,yes,yes,kept,2026-06-25
